"","cve_ent","tasa_covid","inclusion_fin_2019","popden2020","porcentaje_pob_pobreza_ext","porcentaje_pob_pobreza","porcentaje_pob_acceso_ss","pob_6.14_no_edu","entidad","cant_hosp"
"1893",26004,64.0217285866718,0,2.406,0.0698,0.4747,0.7518,4.3,"Sonora",11
"1894",26005,109.034267912773,0,1.626,0.0526,0.2962,0.5844,4.37,"Sonora",1
"1895",26006,98.0392156862745,0,0.993,0.02,0.2759,0.6547,7.33,"Sonora",8
"1896",26007,0,0,1.563,0.0165,0.2697,0.7,4.65,"Sonora",2
"1897",26008,24.5901639344262,0,0.639,0.0433,0.4987,0.7096,2.99,"Sonora",3
"1898",26009,11.6009280742459,0,0.84,0.0414,0.2872,0.6424,2,"Sonora",2
"1899",26010,32.5309043591412,0,0.957,0.05,0.4097,0.7805,3.26,"Sonora",2
"1900",26011,218.89400921659,0,1.17,0.0153,0.4126,0.687,8.78,"Sonora",2
"1901",26012,73.8955823293173,0,16.423,0.0638,0.4043,0.5022,6.89,"Sonora",22
"1902",26013,44.5186421814135,0,2.361,0.0108,0.1935,0.5051,9.42,"Sonora",3
"1903",26014,252.992383025027,3.39,3.715,0.0054,0.1565,0.6288,5.53,"Sonora",5
"1904",26015,42.9711479435236,0,0.472,0.0716,0.5784,0.8412,9.04,"Sonora",1
"1905",26016,64.5161290322581,0,5.816,0.033,0.3116,0.4084,5.49,"Sonora",12
"1906",26017,243.661650954143,1.28,8.312,0.0359,0.3136,0.4965,5.52,"Sonora",212
"1907",26018,150.151174641893,1.69,108.118,0.0271,0.2895,0.303,4.37,"Sonora",1027
"1908",26019,456.919402671706,1.87,12.97,0.0218,0.284,0.3623,3.48,"Sonora",66
"1909",26020,16.9651272384543,0,2.922,0.0487,0.4629,0.6953,6.08,"Sonora",6
"1910",26021,9.42507068803016,0,0.393,0.0139,0.2036,0.4617,10.93,"Sonora",2
"1911",26022,75.046904315197,0,0.485,0.0166,0.3554,0.6479,14.39,"Sonora",1
"1912",26023,91.7838638045892,0,2.895,0.0057,0.1922,0.4285,3.09,"Sonora",10
"1913",26024,61.1995104039168,0,1.219,0.015,0.3345,0.6824,0,"Sonora",1
"1914",26025,128.647061734096,1.11,9.478,0.054,0.3536,0.3536,6.49,"Sonora",56
"1915",26026,88.544715081116,0.2,50.245,0.1521,0.5715,0.5694,4.58,"Sonora",56
"1916",26027,44.8909790508764,0,3.184,0.023,0.2663,0.4237,2.96,"Sonora",8
"1917",26028,94.017094017094,0,2.793,0.0059,0.2259,0.6317,9.87,"Sonora",3
"1918",26029,145.993510100272,1.56,20.948,0.0648,0.3244,0.3579,5.4,"Sonora",257
"1919",26030,287.869402803645,1.79,62.92,0.0304,0.2242,0.3415,3.84,"Sonora",2099
"1920",26031,14.1743444365698,0,1.001,0.0407,0.4356,0.7804,4.94,"Sonora",3
"1921",26032,70.7070707070707,0,1.249,0.0106,0.1973,0.5402,0.85,"Sonora",1
"1922",26033,111.024183713385,1.05,46.519,0.0991,0.5099,0.5499,3.91,"Sonora",123
"1923",26034,36.6636113657195,0,2.539,0,0.0975,0.4022,0.8,"Sonora",3
"1924",26035,59.2357148017048,0.93,7.33,0.0367,0.3648,0.5995,6.55,"Sonora",15
"1925",26036,149.575171111636,1.94,22.633,0.0244,0.2867,0.4333,3.23,"Sonora",56
"1926",26037,7.55287009063444,0,1.696,0.0253,0.3019,0.6688,5.43,"Sonora",2
"1927",26038,114.814814814815,7.5,2.934,0.0038,0.2204,0.5132,4.44,"Sonora",21
"1928",26039,51.805802249852,0,8.859,0.0759,0.4784,0.6462,5.06,"Sonora",14
"1929",26040,59.8526703499079,0,0.557,0.1013,0.5606,0.7537,4.05,"Sonora",3
"1930",26041,204.48317054318,1.89,4.681,0.018,0.1828,0.2219,4.37,"Sonora",20
"1931",26042,138.186910926761,1.19,37.525,0.0667,0.3889,0.3254,3.43,"Sonora",307
"1932",26043,150.5803081827,1.66,160.008,0.0238,0.295,0.3224,4.63,"Sonora",505
"1933",26044,121.703853955375,0,0.98,0.0253,0.2457,0.7413,4.44,"Sonora",1
"1934",26045,3.39097999321804,0,0.869,0.0644,0.3576,0.6121,2.31,"Sonora",4
"1935",26046,46.2962962962963,0,0.779,0.03,0.2364,0.7062,11.86,"Sonora",1
"1936",26047,174.229747022345,1.26,0.761,0.056,0.294,0.5219,3.2,"Sonora",11
"1937",26048,56.4479309342963,1.74,6.414,0.0392,0.3639,0.5199,5.7,"Sonora",155
"1938",26049,32.0512820512821,0,1.142,0.1851,0.5494,0.6136,7.77,"Sonora",3
"1939",26050,54.4464609800363,0,1.352,0.0415,0.3834,0.7019,7.37,"Sonora",2
"1940",26051,85.6413994169096,0,1.463,0.062,0.3871,0.5379,11.35,"Sonora",11
"1941",26052,147.010780790591,2.02,0.923,0.065,0.3857,0.685,3.01,"Sonora",12
"1942",26053,111.358574610245,0,2.413,0.0031,0.1679,0.4918,0,"Sonora",2
"1943",26054,44.1826215022091,0,0.677,0.0216,0.2326,0.6423,2.7,"Sonora",2
"1944",26055,134.697703181919,1.25,23.657,0.048,0.4139,0.5706,6.47,"Sonora",515
"1945",26056,17.8748758689176,0,6.067,0.1785,0.5966,0.8615,16.15,"Sonora",6
"1946",26057,0,0,0.757,0.0511,0.3521,0.6366,7.33,"Sonora",3
"1947",26058,169.539100656824,2.21,9.998,0.0173,0.2727,0.4716,6.4,"Sonora",32
"1948",26059,14.7710487444609,0,2.084,0.0273,0.3543,0.515,11.04,"Sonora",2
"1949",26060,126.728110599078,0,1.228,0.0542,0.462,0.8246,2.94,"Sonora",1
"1950",26061,6.7842605156038,0,1.616,0.0339,0.1852,0.6662,9.69,"Sonora",1
"1951",26062,16.366612111293,0,1.253,0.0176,0.2531,0.6567,2.52,"Sonora",2
"1952",26063,33.003300330033,0,1.565,0.0177,0.3153,0.6232,3.87,"Sonora",1
"1953",26064,79.4100964265456,0,0.367,0.025,0.301,0.7147,10.84,"Sonora",2
"1954",26065,37.6222723852521,0,1.09,0.0274,0.3468,0.8273,1.99,"Sonora",1
"1955",26066,77.2684556750548,2.51,3.264,0.014,0.2087,0.5732,3.44,"Sonora",12
"1956",26067,64.97341996456,0,1.502,0.0193,0.2349,0.4486,11.93,"Sonora",2
"1957",26068,31.6706254948535,0,0.569,0.0313,0.2405,0.6174,2.38,"Sonora",1
"1958",26069,40.7076874902145,0,1.447,0.2778,0.7484,0.8088,12.19,"Sonora",5
"1959",26070,89.8219793301228,0.72,3.307,0.0529,0.4555,0.6956,6.6,"Sonora",26
"1960",26071,54.5233401837017,1.63,59.197,0.0864,0.494,0.5713,6.44,"Sonora",33
"1961",26072,73.9937488039804,0,10.384,0.1301,0.5718,0.5918,6.34,"Sonora",18
"1962",27001,108.786870978771,0.68,18.075,0.1574,0.618,0.8259,5.38,"Tabasco",55
"1963",27002,97.7558530366249,0.85,123.448,0.1464,0.5608,0.6371,6.34,"Tabasco",323
"1964",27003,76.4193991620159,0.75,33.194,0.352,0.7679,0.8378,3.56,"Tabasco",85
"1965",27004,306.052776391914,1.87,387.115,0.064,0.3581,0.5268,4.24,"Tabasco",1587
"1966",27005,76.8986803579719,1.23,503.461,0.1181,0.5493,0.7368,4.67,"Tabasco",307
"1967",27006,111.159855566429,0.39,134.949,0.1642,0.6034,0.6938,5.6,"Tabasco",130
"1968",27007,161.251212415131,2.51,43.271,0.112,0.5625,0.7421,6.01,"Tabasco",84
"1969",27008,56.7626831456195,0.43,53.201,0.169,0.6209,0.6987,5.77,"Tabasco",148
"1970",27009,165.507548404294,0.34,72.762,0.1054,0.5182,0.708,3.99,"Tabasco",29
"1971",27010,200.314051691211,0.89,242.707,0.1785,0.577,0.6958,3.21,"Tabasco",96
"1972",27011,121.843492034482,0.87,27.963,0.1899,0.6542,0.8682,5.98,"Tabasco",27
"1973",27012,125.108022163606,0.99,76.715,0.2447,0.6932,0.7233,4.96,"Tabasco",156
"1974",27013,252.519161708742,0.2,332.302,0.1108,0.4823,0.596,3.82,"Tabasco",124
"1975",27014,128.458013169645,1.44,167.488,0.1401,0.502,0.7067,3.83,"Tabasco",120
"1976",27015,105.172248344689,0.27,60.273,0.1898,0.6243,0.7712,4.48,"Tabasco",54
"1977",27016,114.335126825519,1.63,86.375,0.0763,0.5292,0.777,11.16,"Tabasco",66
"1978",27017,200.15348232604,1.3,29.698,0.1182,0.5407,0.6919,5.06,"Tabasco",90
"1979",28001,21.1466165413534,0,5.483,0.0439,0.5614,0.7872,5.37,"Tamaulipas",10
"1980",28002,45.9755228906301,0.82,7.858,0.0597,0.5259,0.7126,5.9,"Tamaulipas",28
"1981",28003,128.872231046705,0.76,198.127,0.0557,0.4214,0.467,5.11,"Tamaulipas",215
"1982",28004,19.2604006163328,0,12.425,0.0525,0.501,0.6429,6.19,"Tamaulipas",7
"1983",28005,14.7835269271383,0,1.899,0.0375,0.4766,0.7463,8.89,"Tamaulipas",4
"1984",28006,8.28794695713947,0,5.455,0.2222,0.755,0.8874,4.3,"Tamaulipas",2
"1985",28007,67.3524369336272,2.74,19.691,0.0275,0.4096,0.7925,7.95,"Tamaulipas",52
"1986",28008,22.6757369614512,0,1.014,0.1209,0.5826,0.8638,26.16,"Tamaulipas",2
"1987",28009,182.666183257017,1.55,3273.975,0.0229,0.2335,0.3368,5.14,"Tamaulipas",425
"1988",28010,10.01001001001,0,1.033,0.0662,0.5373,0.7887,5.58,"Tamaulipas",4
"1989",28011,36.1234389513882,0,17.982,0.0575,0.4611,0.5958,4.36,"Tamaulipas",10
"1990",28012,20.9168930866434,1.13,12.2,0.1085,0.6131,0.7471,10.23,"Tamaulipas",48
"1991",28013,31.4693778746066,0,12.479,0.0759,0.5243,0.7883,6.21,"Tamaulipas",6
"1992",28014,50.1462599247806,2.41,1.729,0.0091,0.3147,0.6819,4.83,"Tamaulipas",11
"1993",28015,24.6394230769231,1.52,58.063,0.0504,0.4576,0.6857,5.37,"Tamaulipas",25
"1994",28016,11.0186092066601,0,9.124,0.1243,0.6978,0.7701,4.61,"Tamaulipas",24
"1995",28017,36.697247706422,0,6.011,0.1248,0.6069,0.7742,3.6,"Tamaulipas",7
"1996",28018,12.8835792925744,0,3.308,0.0598,0.6049,0.6967,6.24,"Tamaulipas",8
"1997",28019,13.9727252403309,0,6.347,0.0761,0.5491,0.7303,5.12,"Tamaulipas",11
"1998",28020,22.354694485842,0,3.911,0.083,0.57,0.7549,3.41,"Tamaulipas",1
"1999",28021,121.936659795127,1.34,55.678,0.036,0.3965,0.454,4.72,"Tamaulipas",212
"2000",28022,118.161925601751,1.25,161.688,0.0336,0.3461,0.3882,5.38,"Tamaulipas",1002
"2001",28023,24.1545893719807,0,1.918,0.0615,0.4229,0.8321,7.56,"Tamaulipas",2
"2002",28024,90.21199819576,3,5.805,0.002,0.3427,0.6318,8.33,"Tamaulipas",13
"2003",28025,148.10732614611,1.68,40.402,0.0437,0.3912,0.7259,10.09,"Tamaulipas",128
"2004",28026,2.61985852763951,0,3.536,0.2449,0.8134,0.8295,5.43,"Tamaulipas",3
"2005",28027,86.5189475308276,1.4,255.213,0.0315,0.3357,0.4069,6.92,"Tamaulipas",665
"2006",28028,48.1540930979133,0,15.155,0.0648,0.602,0.7114,5.5,"Tamaulipas",8
"2007",28029,26.852106857615,0.94,6.825,0.0875,0.5661,0.6695,5.4,"Tamaulipas",19
"2008",28030,52.6742301458671,0.84,10.078,0.072,0.5605,0.6832,6.24,"Tamaulipas",15
"2009",28031,0,0,2.507,0.0736,0.5487,0.8396,3.53,"Tamaulipas",1
"2010",28032,93.4510026650356,1.45,237.992,0.0215,0.2787,0.3575,7.01,"Tamaulipas",978
"2011",28033,59.3817095326036,1.42,61.908,0.065,0.4571,0.5162,7.75,"Tamaulipas",306
"2012",28034,15.9016219654405,0,2.753,0.1659,0.721,0.8085,6.93,"Tamaulipas",3
"2013",28035,86.633454361226,0.66,8.432,0.1055,0.592,0.7525,4.62,"Tamaulipas",65
"2014",28036,9.09090909090909,0,1.281,0.2413,0.8289,0.9054,8.13,"Tamaulipas",2
"2015",28037,52.8960592435864,0.48,4.305,0.0723,0.5186,0.6579,11.05,"Tamaulipas",24
"2016",28038,208.468471161463,3.24,4369.486,0.0212,0.2877,0.3934,4.51,"Tamaulipas",1103
"2017",28039,20.3982515784361,0,10.61,0.1172,0.6239,0.691,5.39,"Tamaulipas",40
"2018",28040,88.1335981755315,1.57,33.924,0.0331,0.4669,0.5928,3.88,"Tamaulipas",122
"2019",28041,167.606136476947,1.69,213.994,0.0274,0.3335,0.4333,3.37,"Tamaulipas",614
"2020",28042,16.7606277616943,0,3.736,0.0949,0.5746,0.7552,7.06,"Tamaulipas",4
"2021",28043,65.543815047271,1.05,17.538,0.0228,0.2801,0.4313,5.21,"Tamaulipas",28
"2022",29001,106.506906307206,0,886.014,0.0572,0.4886,0.5815,3.67,"Tlaxcala",18
"2023",29002,137.710561908275,2.67,2201.238,0.0582,0.4278,0.585,3.45,"Tlaxcala",23
"2024",29003,46.9416785206259,0,57.122,0.0601,0.5824,0.8023,5.14,"Tlaxcala",2
"2025",29004,20.9925718591883,0,127.975,0.1506,0.7347,0.8159,6.21,"Tlaxcala",12
"2026",29005,166.948436179205,3.01,1420.465,0.0351,0.442,0.5546,3.35,"Tlaxcala",365
"2027",29006,55.0359850671593,1.34,186.249,0.072,0.5987,0.7608,4.98,"Tlaxcala",102
"2028",29007,34.4620097368853,0.81,381.091,0.2286,0.8785,0.908,3.97,"Tlaxcala",25
"2029",29008,30.5567438733729,0.91,118.435,0.1347,0.753,0.8808,6.2,"Tlaxcala",11
"2030",29009,96.1538461538462,0,379.028,0.0512,0.5546,0.6947,7.87,"Tlaxcala",7
"2031",29010,102.27933105185,2.03,1105.8,0.0906,0.5819,0.6529,5.09,"Tlaxcala",243
"2032",29011,50.9683995922528,0,69.64,0.0231,0.4366,0.7782,7.17,"Tlaxcala",7
"2033",29012,19.1306196195132,0,67.373,0.0715,0.6937,0.8531,4.67,"Tlaxcala",7
"2034",29013,64.1415703213064,1.44,278.727,0.1373,0.6389,0.7304,6.27,"Tlaxcala",177
"2035",29014,43.0093721915522,0,87.581,0.0874,0.7664,0.8319,3.51,"Tlaxcala",24
"2036",29015,69.5656331428845,0,234.986,0.0669,0.5575,0.6618,3.61,"Tlaxcala",50
"2037",29016,68.3077716200541,0,160.995,0.0804,0.6823,0.6744,3.05,"Tlaxcala",17
"2038",29017,24.9978450133609,0,749.467,0.273,0.9041,0.8852,5.82,"Tlaxcala",18
"2039",29018,86.2674776455764,0.34,1813.775,0.1315,0.6479,0.6722,3.67,"Tlaxcala",56
"2040",29019,44.8686930893415,0,775.854,0.1122,0.7206,0.7615,5.46,"Tlaxcala",31
"2041",29020,30.2228938420854,0,85.473,0.0683,0.8131,0.8616,5.08,"Tlaxcala",12
"2042",29021,38.140397897124,0.74,190.942,0.055,0.6794,0.7678,4.04,"Tlaxcala",27
"2043",29022,69.2241130660513,0,286.121,0.0405,0.4046,0.5345,3.58,"Tlaxcala",6
"2044",29023,56.789037883784,0.51,424.407,0.103,0.6188,0.7667,4.7,"Tlaxcala",35
"2045",29024,82.7101354378468,0,474.674,0.0622,0.4427,0.5971,2.93,"Tlaxcala",32
"2046",29025,39.495044946815,0.53,1296.863,0.1798,0.7382,0.8119,7.02,"Tlaxcala",103
"2047",29026,92.9199528601215,0,829.013,0.0535,0.4823,0.5814,4.31,"Tlaxcala",20
"2048",29027,64.5716745587602,0,748.212,0.1556,0.7631,0.7081,5.87,"Tlaxcala",23
"2049",29028,57.1647803568003,0.56,313.635,0.1368,0.6313,0.6184,5.02,"Tlaxcala",48
"2050",29029,100.027785495971,0,637.094,0.0521,0.4729,0.6401,6.2,"Tlaxcala",6
"2051",29030,48.9895897121862,0,72.425,0.0688,0.737,0.8223,4.16,"Tlaxcala",21
"2052",29031,72.5635289393679,0,242.535,0.0542,0.5339,0.62,4.55,"Tlaxcala",44
"2053",29032,55.1289623941721,0,705.2,0.0589,0.5248,0.7011,4.65,"Tlaxcala",11
"2054",29033,220.524967370813,2.88,2400.769,0.0135,0.2504,0.499,4.64,"Tlaxcala",439
"2055",29034,51.6117744827888,0.61,81.589,0.082,0.6754,0.7944,4.52,"Tlaxcala",50
"2056",29035,74.5321915635902,0,575.32,0.0838,0.7168,0.694,4.8,"Tlaxcala",13
"2057",29036,108.025330077397,0,928.265,0.0502,0.4212,0.592,3.05,"Tlaxcala",31
"2058",29037,39.0048492515286,0,139.606,0.1713,0.7873,0.8756,6.33,"Tlaxcala",13
"2059",29038,113.128265905295,0,774.785,0.0662,0.4728,0.5858,6.57,"Tlaxcala",24
"2060",29039,73.689109525287,0,522.272,0.102,0.6584,0.6908,3.4,"Tlaxcala",52
"2061",29040,78.266104756171,0,134.684,0.0582,0.5587,0.7826,5.18,"Tlaxcala",4
"2062",29041,66.5827989322206,0.89,1772.434,0.1215,0.6458,0.65,6.31,"Tlaxcala",63
"2063",29042,87.3392010832769,0,1450.153,0.0669,0.5115,0.5131,3.65,"Tlaxcala",34
"2064",29043,94.3192971536638,0,1380.909,0.0619,0.4898,0.6078,4.58,"Tlaxcala",29
"2065",29044,119.411215746161,1.54,3165.997,0.0661,0.5773,0.5923,3.93,"Tlaxcala",137
"2066",29045,17.0648464163823,0,233.936,0.0446,0.8068,0.8765,4.93,"Tlaxcala",7
"2067",29046,12.4069478908189,0,98.567,0.0477,0.8369,0.8853,5.31,"Tlaxcala",6
"2068",29047,60.9384521633151,0,138.915,0.0336,0.7591,0.7609,3.61,"Tlaxcala",7
"2069",29048,60.099163619973,0,1337.737,NA,NA,NA,1.02,"Tlaxcala",31
"2070",29049,49.8173364330787,0,562.524,0.0395,0.5659,0.6383,4.16,"Tlaxcala",9
"2071",29050,57.3813249869588,0,233.817,0.1263,0.6738,0.6787,2.16,"Tlaxcala",21
"2072",29051,85.2203554906257,0,541.27,0.0448,0.5359,0.6274,15.87,"Tlaxcala",9
"2073",29052,54.5086435134714,0,173.011,0.1179,0.8104,0.8357,6.71,"Tlaxcala",8
"2074",29053,74.5063951322489,0,1731.532,0.1008,0.6492,0.7118,6.23,"Tlaxcala",12
"2075",29054,69.6401923395788,0,1310.829,0.0389,0.5363,0.5918,5.55,"Tlaxcala",7
"2076",29055,54.0865384615385,0,102.362,0.062,0.7522,0.7932,6.51,"Tlaxcala",9
"2077",29056,74.3672783975051,0,848.666,0.0704,0.6997,0.7304,6.97,"Tlaxcala",12
"2078",29057,40.453074433657,0,586.094,0.0931,0.6285,0.6621,6.6,"Tlaxcala",10
"2079",29058,74.7368421052632,0,969.57,0.0613,0.6136,0.607,4.09,"Tlaxcala",14
"2080",29059,28.705636743215,0,1435.185,0.0625,0.7269,0.8204,4.01,"Tlaxcala",12
"2081",29060,61.4868641699273,0,998.716,0.052,0.6081,0.6511,4.56,"Tlaxcala",4
"2082",30001,16.4275544847224,0,107.193,0.2067,0.7277,0.8189,8.62,"Veracruz de Ignacio de la Llave",9
"2083",30002,26.9138755980861,0,167.039,0.128,0.7754,0.8805,3.72,"Veracruz de Ignacio de la Llave",7
"2084",30003,20.066889632107,1.79,111.515,0.1431,0.6306,0.713,5.89,"Veracruz de Ignacio de la Llave",223
"2085",30004,25.0993059496268,0.29,50.75,0.0932,0.5095,0.6223,5.87,"Veracruz de Ignacio de la Llave",25
"2086",30005,31.6344463971881,0,27.288,0.0763,0.5747,0.6378,9.41,"Veracruz de Ignacio de la Llave",4
"2087",30006,22.574307094185,0,138.323,0.3054,0.8122,0.8292,9.46,"Veracruz de Ignacio de la Llave",10
"2088",30007,8.79765395894428,0,37.489,0.1107,0.564,0.663,10.01,"Veracruz de Ignacio de la Llave",3
"2089",30008,3.78680299157436,0,136.565,0.2983,0.8256,0.9036,7.98,"Veracruz de Ignacio de la Llave",3
"2090",30009,11.060507482108,0.87,38.848,0.0477,0.6315,0.8009,4.67,"Veracruz de Ignacio de la Llave",33
"2091",30010,10.8282118817676,0.66,171.245,0.2814,0.8724,0.9129,8.22,"Veracruz de Ignacio de la Llave",69
"2092",30011,59.5038403813896,1.17,67.85,0.0355,0.3002,0.5585,8.05,"Veracruz de Ignacio de la Llave",56
"2093",30012,54.31573975676,0,46.434,0.0467,0.4316,0.4199,11.65,"Veracruz de Ignacio de la Llave",5
"2094",30013,16.9418330398964,2.71,133.747,0.0868,0.4873,0.6208,2.79,"Veracruz de Ignacio de la Llave",81
"2095",30014,37.9111379590476,0.29,315.346,0.1112,0.5547,0.5637,5.55,"Veracruz de Ignacio de la Llave",42
"2096",30015,34.2532512740539,1.12,68.004,0.1277,0.5973,0.627,7.44,"Veracruz de Ignacio de la Llave",33
"2097",30016,211.72009409782,3.98,268.307,0.056,0.4391,0.5315,5.08,"Veracruz de Ignacio de la Llave",139
"2098",30017,11.660447761194,0,71.565,0.0655,0.4506,0.6217,3.08,"Veracruz de Ignacio de la Llave",1
"2099",30018,5.07872016251905,0,55.876,0.4037,0.9112,0.9063,11.56,"Veracruz de Ignacio de la Llave",2
"2100",30019,4.48765893792072,0,99.986,0.452,0.9366,0.9386,6.09,"Veracruz de Ignacio de la Llave",2
"2101",30020,21.2051599222477,0,178.108,0.5373,0.946,0.9287,8.61,"Veracruz de Ignacio de la Llave",2
"2102",30021,22.7635782747604,0,137.119,0.094,0.5887,0.5322,6.42,"Veracruz de Ignacio de la Llave",33
"2103",30022,38.8150263228339,0,281.03,0.3015,0.819,0.7908,9.31,"Veracruz de Ignacio de la Llave",13
"2104",30023,5.8677670307206,0.26,90.454,0.181,0.7303,0.8629,7.83,"Veracruz de Ignacio de la Llave",20
"2105",30024,3.64896916621055,0,61.857,0.2037,0.8022,0.8894,12.76,"Veracruz de Ignacio de la Llave",10
"2106",30025,6.78450276736297,0,183.774,0.2415,0.9591,0.9102,9.57,"Veracruz de Ignacio de la Llave",12
"2107",30026,34.4241049732707,1.12,1170.856,0.0586,0.4614,0.6172,4.79,"Veracruz de Ignacio de la Llave",57
"2108",30027,5.42799761168105,0,74.217,0.3085,0.8183,0.7131,3.59,"Veracruz de Ignacio de la Llave",9
"2109",30028,73.2281918722597,3.65,3377.336,0.04,0.3507,0.5055,7.03,"Veracruz de Ignacio de la Llave",442
"2110",30029,6.66666666666667,0,83.289,0.4511,0.9271,0.9214,11.44,"Veracruz de Ignacio de la Llave",5
"2111",30030,76.4260249554367,0.9,1106.746,0.2185,0.6318,0.6536,9.22,"Veracruz de Ignacio de la Llave",92
"2112",30031,10.1106555074987,0,76.532,0.2311,0.7524,0.8465,12.93,"Veracruz de Ignacio de la Llave",4
"2113",30032,14.3860052940499,1.04,69.581,0.2784,0.8153,0.8052,7.92,"Veracruz de Ignacio de la Llave",80
"2114",30033,22.4376953281513,0.55,230.17,0.251,0.7687,0.8349,4.39,"Veracruz de Ignacio de la Llave",15
"2115",30034,26.9787323499527,1.94,270.389,0.1238,0.5726,0.6061,3.67,"Veracruz de Ignacio de la Llave",59
"2116",30035,2.40500240500241,0,100.586,0.3157,0.8368,0.8397,3.13,"Veracruz de Ignacio de la Llave",23
"2117",30036,28.2717738258094,0,216.039,0.2001,0.8435,0.8669,7.19,"Veracruz de Ignacio de la Llave",13
"2118",30037,1.12968820605513,0,85.702,0.4521,0.9375,0.9026,5.4,"Veracruz de Ignacio de la Llave",5
"2119",30038,32.2616872045656,0.84,367.127,0.0765,0.5298,0.6402,4.74,"Veracruz de Ignacio de la Llave",219
"2120",30039,77.2615214032108,1.72,425.381,0.0612,0.4349,0.4465,4.79,"Veracruz de Ignacio de la Llave",634
"2121",30040,67.9885739104288,0.25,233.812,0.1031,0.465,0.559,4.37,"Veracruz de Ignacio de la Llave",42
"2122",30041,29.4985250737463,0,89.544,0.2845,0.7201,0.7607,2.6,"Veracruz de Ignacio de la Llave",2
"2123",30042,6.77736360555744,0,39.91,0.2082,0.6768,0.7894,5.01,"Veracruz de Ignacio de la Llave",7
"2124",30043,4.25350914504466,0,62.113,0.2797,0.8835,0.8989,12.48,"Veracruz de Ignacio de la Llave",15
"2125",30044,108.000332308715,2.14,1472.813,0.0637,0.4736,0.5612,5.94,"Veracruz de Ignacio de la Llave",623
"2126",30045,142.80942041089,1.94,57.024,0.0831,0.4753,0.5612,7.52,"Veracruz de Ignacio de la Llave",122
"2127",30046,7.01467235634536,0.8,223.301,0.15,0.8081,0.8724,7.21,"Veracruz de Ignacio de la Llave",17
"2128",30047,14.2922854514391,0.5,454.671,0.3716,0.8908,0.9373,13.5,"Veracruz de Ignacio de la Llave",71
"2129",30048,33.1207570458753,0.41,558.46,0.094,0.5322,0.5723,4.49,"Veracruz de Ignacio de la Llave",108
"2130",30049,12.7434917167304,0.63,33.424,0.1303,0.5236,0.7396,7.91,"Veracruz de Ignacio de la Llave",19
"2131",30050,5.71232720210214,0,189.039,0.4196,0.8693,0.8333,4.89,"Veracruz de Ignacio de la Llave",7
"2132",30051,4.25495702493405,0.59,73.884,0.3002,0.8394,0.8759,5.58,"Veracruz de Ignacio de la Llave",33
"2133",30052,32.723022984028,0,169.8,0.1926,0.6428,0.5723,9.31,"Veracruz de Ignacio de la Llave",18
"2134",30053,17.2559634579597,1.84,215.962,0.09,0.5464,0.6752,9.9,"Veracruz de Ignacio de la Llave",57
"2135",30054,25.1716247139588,0,20.55,0.0929,0.5723,0.638,12.59,"Veracruz de Ignacio de la Llave",11
"2136",30055,13.4399094574521,0,67.941,0.1896,0.6777,0.7407,3.61,"Veracruz de Ignacio de la Llave",6
"2137",30056,9.95590954345043,0,49.587,0.2704,0.7354,0.8053,2.01,"Veracruz de Ignacio de la Llave",2
"2138",30057,6.76086809546346,0,203.236,0.2783,0.9408,0.921,9.1,"Veracruz de Ignacio de la Llave",11
"2139",30058,14.8436300353176,0.47,55.07,0.2523,0.7319,0.7364,2.51,"Veracruz de Ignacio de la Llave",27
"2140",30059,12.8843338213763,0,144.099,0.1618,0.6303,0.6793,6.54,"Veracruz de Ignacio de la Llave",18
"2141",30060,2.85844957694946,0,106.425,0.2061,0.7339,0.8275,4.85,"Veracruz de Ignacio de la Llave",7
"2142",30061,25.7211312599831,0.98,28.437,0.2532,0.74,0.7793,11.66,"Veracruz de Ignacio de la Llave",97
"2143",30062,17.6846687525507,0,507.032,0.2975,0.783,0.78,12.84,"Veracruz de Ignacio de la Llave",31
"2144",30063,4.59498490219246,0,36.995,0.1886,0.6843,0.7929,4.13,"Veracruz de Ignacio de la Llave",7
"2145",30064,2.44200244200244,0,110.718,0.4538,0.8824,0.8795,3.07,"Veracruz de Ignacio de la Llave",4
"2146",30065,26.6042733114006,0.18,216.537,0.0648,0.3948,0.5442,4.38,"Veracruz de Ignacio de la Llave",89
"2147",30066,10.5126677646564,0,87.224,0.2535,0.7772,0.843,4.59,"Veracruz de Ignacio de la Llave",18
"2148",30067,2.0572956848223,0,306.864,0.4896,0.9485,0.9427,11.92,"Veracruz de Ignacio de la Llave",3
"2149",30068,104.219912534787,1.81,906.721,0.1039,0.5088,0.5865,5.63,"Veracruz de Ignacio de la Llave",111
"2150",30069,30.5325809693128,2.09,103.104,0.1015,0.5779,0.7422,4.65,"Veracruz de Ignacio de la Llave",44
"2151",30070,3.54627894016921,0.69,10.95,0.2335,0.7532,0.8738,6.27,"Veracruz de Ignacio de la Llave",6
"2152",30071,11.6262627849613,1.36,282.375,0.1578,0.6831,0.8046,8.49,"Veracruz de Ignacio de la Llave",148
"2153",30072,11.0683136317351,0,38.797,0.2135,0.7828,0.8698,7.08,"Veracruz de Ignacio de la Llave",21
"2154",30073,7.94141004147181,0,50.558,0.2626,0.7706,0.6906,6.52,"Veracruz de Ignacio de la Llave",28
"2155",30074,96.9093766369827,0,305.146,0.0952,0.5504,0.5629,4.56,"Veracruz de Ignacio de la Llave",6
